z_0_RfR_0,z_0_RfR_1,z_0_RfR_2,z_1_RfR_0,z_1_RfR_1,z_1_RfR_2,z_2_RfR_0,z_2_RfR_1,z_2_RfR_2,z_3_RfR_0,z_3_RfR_1,z_3_RfR_2,z_4_RfR_0,z_4_RfR_1,z_4_RfR_2,z_EWS_DaysToThreat,z_Az1_DikeIncrease_0,z_Az1_DikeIncrease_1,z_Az1_DikeIncrease_2,z_Az2_DikeIncrease_0,z_Az2_DikeIncrease_1,z_Az2_DikeIncrease_2,z_Az3_DikeIncrease_0,z_Az3_DikeIncrease_1,z_Az3_DikeIncrease_2,z_Az4_DikeIncrease_0,z_Az4_DikeIncrease_1,z_Az4_DikeIncrease_2,z_Az5_DikeIncrease_0,z_Az5_DikeIncrease_1,z_Az5_DikeIncrease_2,z_Dike_Investment_Costs,z_Evacuation_Costs,z_RfR_Investment_Costs,z_Expected_Number_of_Deaths,z_Az3_Expected_Annual_Damage,z_Az3_Expected_Number_of_Deaths
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,29499898.41832553,764.1125763890852,334500000.0,0.0103323220404412,1971707.704292292,0.0015124237968049
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4622.081562606548,213300000.0,0.0185753801752439,35538667.74065087,0.011114292461364
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2941.064203695483,182600000.0,0.0627633179918465,69653074.0681595,0.0518634577734886
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4882.626119416328,182600000.0,0.0261513824966027,69653074.0681595,0.0216097740722869
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7207.516344013862,61400000.0,0.0409982888072563,120413226.96178608,0.037038605283887
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2784.124423593591,213300000.0,0.0445809124205854,35538667.74065087,0.0266743019072736
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,455700000.0,0.0800960223685487,33446184.554734893,0.0676029557923233
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4341.468668394233,61400000.0,0.0983958931374153,120413226.96178608,0.0888926526813289
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.62732069,7509.435087076226,151900000.0,0.0275349208830721,91071479.874885,0.0230276453507243
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,2,0,0,2,0,0,107376993.87726362,664.9378555726764,0.0,0.0089307367917899,0.0,0.0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20299287.62732069,7748.787018311295,92100000.0,0.0268321824148265,35603935.69368346,0.0112423109941742
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,61400000.0,0.2733219253817092,120413226.96178608,0.2469240352259137
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30700000.0,1.0338790608678936,484607316.6465926,0.9877096244546434
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3915.762511918827,303800000.0,0.0208271113553133,54560176.66829434,0.017017103850536
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4575.965684866565,92100000.0,0.0636719423427072,36175043.95515448,0.0273895427255908
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7332080.219521779,5780.7755226921,182600000.0,0.0206740861811928,69653074.0681595,0.0172878192578295
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7596.818031516758,92100000.0,0.026529975976128,36175043.95515448,0.0114123094689962
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,182600000.0,0.1743425499773516,69653074.0681595,0.144065160481913
0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1717.3924879659216,425000000.0,0.0356991543443579,35944099.568032645,0.0271283772466475
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15407.569645263056,30700000.0,0.3721964619124417,484607316.6465926,0.3555754648036716
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8453407.696608048,2349.4462290642173,213300000.0,0.0423261906493761,35538667.74065087,0.0266743019072736
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,213300000.0,0.1238358678349595,35538667.74065087,0.0740952830757602
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.62732069,0.0,455700000.0,0.0298955694769869,7688040.726620947,0.016017056533366
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31778.11239335505,30700000.0,0.1240654873041472,484607316.6465926,0.1185251549345572
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,0.0,92100000.0,0.1829106352814908,34461719.170741424,0.0726820936302019
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,3480.970100164984,151900000.0,0.0151508622676661,26166765.422859807,0.008540562400107
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,4198.020153933469,30700000.0,0.0544303992075535,19391844.5548785,0.0152895534822086
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2851.1398725996737,425000000.0,0.0148746476434824,35944099.568032645,0.0113034905194364
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,4418.012071665276,30700000.0,0.0607239140816895,27551590.68998273,0.0215830683563446
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,6969.369396178611,30700000.0,0.0226793330031473,19391844.5548785,0.0063706472842536
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,0.0,61400000.0,0.1144235691169053,6003085.308710512,0.0130373271581512
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,0.0,334500000.0,0.055516575691979,13361755.403846646,0.0279682710373064
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,8519.7240897573,61400000.0,0.0330507951990858,56295565.54682823,0.0178428589052727
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,3,0,0,2,0,0,103075156.74663629,946.246661447103,30700000.0,0.0118563478272343,0.0,0.0
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6065.944920121934,182600000.0,0.0209211059972821,69653074.0681595,0.0172878192578295
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20299287.62732069,7900.756005105833,92100000.0,0.027134388853525,35032827.43221244,0.0110723125193522
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.309666242,2171.468377583913,455700000.0,0.0118493703041893,33446184.554734893,0.0101404433688485
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3187.428451445462,334500000.0,0.0147624151989259,34499068.97097463,0.0106301695007251
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20299287.62732069,4667.504651029863,92100000.0,0.0643972377955837,35603935.69368346,0.0269815463860181
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,58772673.84800194,1292.5093862560643,30700000.0,0.01662099710877,0.0,0.0
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,334500000.0,0.0984161013261732,34499068.97097463,0.0708677966715007
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,2209.4855017258733,182600000.0,0.0371367467534314,29540988.22223424,0.0228077885122884
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,1413.8356321162237,182600000.0,0.0143289582411429,0.0,0.0
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2304.491480825138,455700000.0,0.0120144033552823,33446184.554734893,0.0101404433688485
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1388.117221391142,455700000.0,0.0288345680526775,33446184.554734893,0.0243370640852364
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,60229670.115624666,934.2435927969906,92100000.0,0.0114230528511643,0.0,0.0
0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.309666242,1648.9529426353324,425000000.0,0.0353658420767254,35944099.568032645,0.0271283772466475
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25037214.086173728,4455.217513192163,92100000.0,0.0181858176635446,36175043.95515448,0.0114123094689962
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,49746048.166458994,1715.7089250941954,92100000.0,0.0195607834072225,6229197.806289181,0.0048324638988547
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.309666242,1307.9903639093686,455700000.0,0.0284384887300543,33446184.554734893,0.0243370640852364
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20299287.62732069,4868.41013178297,61400000.0,0.0856799033643423,77668119.35181418,0.0581794584755459
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20299287.62732069,9626.728342749091,92100000.0,0.0214657459318612,35603935.69368346,0.0089938487953393
0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.309666242,2737.519533671938,425000000.0,0.0147357675319689,35944099.568032645,0.0113034905194364
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,4064.138550760112,92100000.0,0.0445147388933187,6229197.806289181,0.0048324638988547
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7332080.0,1703.422741466169,334500000.0,0.0343323050453766,34499068.97097463,0.0255124068017402
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26403379.0,0.0,121200000.0,0.0468889979164629,0.0,0.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.0,6857.135996515195,61400000.0,0.040579206040437,120413226.96178608,0.037038605283887
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,5131.880863477339,61400000.0,0.0793219084778059,56295565.54682823,0.0428228613726544
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20299287.0,7644.918925928341,61400000.0,0.0383491242711995,99040673.15680014,0.0306400231576822
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,6470.509268455098,92100000.0,0.0165342812476933,0.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,9112.14989780963,30700000.0,0.0202413046938965,27551590.68998273,0.0071943561187815
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,10004.326578172697,92100000.0,0.0219492762337788,34461719.170741424,0.0087218512356242
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,0.0,30700000.0,0.1511955533543153,19391844.5548785,0.042470981895024
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,28488618.0,812.887271003606,334500000.0,0.0106099192863133,1971707.704292292,0.0015124237968049
0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,0.0,425000000.0,0.0238077141603064,0.0,0.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,6203.0694811430685,61400000.0,0.0171635353675357,6003085.308710512,0.0019555990737226
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,51440593.0,0.0,61400000.0,0.0457585198748644,0.0,0.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,53981609.0,1228.700816534163,61400000.0,0.0115450916190552,0.0,0.0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,2096.772577981732,151900000.0,0.0363620694423987,26166765.422859807,0.0204973497602569
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,30518832.0,1093.200398942352,182600000.0,0.0127448319950269,0.0,0.0
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,1307.2408873180786,303800000.0,0.0224266078946943,16909473.65874713,0.0130760211980508
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,0.0,92100000.0,0.1102285416512889,0.0,0.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,51776262.0,1388.0075206226147,61400000.0,0.0162385293959897,6003085.308710512,0.0046934377769344
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,3668.091164974594,182600000.0,0.0154736444805964,29540988.22223424,0.0095032452134535
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,0.0,213300000.0,0.0671348462152739,8130938.888311392,0.0173942614560746
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,59108342.0,812.2414910110159,61400000.0,0.0131908795926543,6003085.308710512,0.0046934377769344
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,3736.437146288532,61400000.0,0.0411924848820859,6003085.308710512,0.0046934377769344
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.0,5839.493819240119,182600000.0,0.0207268219986967,69653074.0681595,0.0172878192578295
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,1810.1977559806603,303800000.0,0.0362529405204222,35112721.27563884,0.0269023538237787
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.0,4700.350138592898,182600000.0,0.0259085274983709,69653074.0681595,0.0216097740722869
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,51440593.0,1684.7781299857345,61400000.0,0.0164730671549512,0.0,0.0
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,852.5935300063367,303800000.0,0.0093505866966434,0.0,0.0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26403379.0,1403.3652605952789,151900000.0,0.0158647196821417,0.0,0.0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20299287.62732069,4759.0436171931615,92100000.0,0.0651225332484602,35032827.43221244,0.0265735500464454
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,34910310.18717702,1651.7700295890504,92100000.0,0.0356703370532757,36175043.95515448,0.0273895427255908
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24198032.0,0.0,0.0,0.1325461871912472,29299821.74291265,0.063715304134094
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,0.0,61400000.0,0.2203386346605719,56295565.54682823,0.1189523927018179
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,0.0,334500000.0,0.0317494818680195,1971707.704292292,0.0042011772133469
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,3640.938224036959,151900000.0,0.0826047626492165,91071479.874885,0.069082936052173
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.0,2190.911599565823,303800000.0,0.0491651730665784,54560176.66829434,0.0408410492412865
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.0,2831.269730540664,182600000.0,0.0621804659960901,69653074.0681595,0.0518634577734886
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,4375.026013535236,61400000.0,0.0597720819725451,29915790.86024282,0.0232730348673936
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,6747.1050159103415,92100000.0,0.0185478078722161,6229197.806289181,0.0020135266245228
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20299287.0,6044.526348498856,151900000.0,0.0344186511038402,91071479.874885,0.0287845566884054
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7332080.0,2802.8002534264724,182600000.0,0.0620222585435785,69653074.0681595,0.0518634577734886
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,0.0,92100000.0,0.123652052481441,6229197.806289181,0.013423510830152
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22167818.0,2003.5641872587485,213300000.0,0.0241685446374986,8130938.888311392,0.0062619341241868
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6320800.0,4089.776976282738,213300000.0,0.0179153275726956,35538667.74065087,0.011114292461364
